FusionGID,FusionGene,Hgene,HGID,Tgene,TGID
hg8945tg6468,BTRC-FBXW4,BTRC,8945,FBXW4,6468
hg8945tg22806,BTRC-IKZF3,BTRC,8945,IKZF3,22806
hg8945tg9322,BTRC-TRIP10,BTRC,8945,TRIP10,9322
hg701tg5108,BUB1B-PCM1,BUB1B,701,PCM1,5108
hg701tg7057,BUB1B-THBS1,BUB1B,701,THBS1,7057
hg84811tg116519,BUD13-APOA5,BUD13,84811,APOA5,116519
hg705tg285855,BYSL-RPL7L1,BYSL,705,RPL7L1,285855
hg28969tg155465,BZW2-AGR3,BZW2,28969,AGR3,155465
hg28969tg2990,BZW2-GUSB,BZW2,28969,GUSB,2990
hg28969tg83943,BZW2-IMMP2L,BZW2,28969,IMMP2L,83943
hg83938tg4642,C10orf11-MYO1D,C10orf11,83938,MYO1D,4642
hg340895tg57512,C10orf112-GPR158,C10orf112,340895,GPR158,57512
hg55088tg2674,C10orf118-GFRA1,C10orf118,55088,GFRA1,2674
hg26098tg840,C10orf137-CASP7,C10orf137,26098,CASP7,840
hg79741tg79741,C10orf68-CCDC7,C10orf68,79741,CCDC7,79741
hg79591tg10724,C10orf76-MGEA5,C10orf76,79591,MGEA5,10724
hg79591tg56288,C10orf76-PARD3,C10orf76,79591,PARD3,56288
hg80007tg196051,C10orf88-PPAPDC1A,C10orf88,80007,PPAPDC1A,196051
hg118611tg8038,C10orf90-ADAM12,C10orf90,118611,ADAM12,8038
hg56946tg27241,C11orf30-BBS9,C11orf30,56946,BBS9,27241
hg56946tg4041,C11orf30-LRP5,C11orf30,56946,LRP5,4041
hg56946tg4647,C11orf30-MYO7A,C11orf30,56946,MYO7A,4647
hg56946tg22941,C11orf30-SHANK2,C11orf30,56946,SHANK2,22941
hg56946tg7405,C11orf30-UVRAG,C11orf30,56946,UVRAG,7405
hg102288414tg26580,C11orf48-BSCL2,C11orf48,102288414,BSCL2,26580
hg79096tg2147,C11orf49-F2,C11orf49,79096,F2,2147
hg79096tg51520,C11orf49-LARS,C11orf49,79096,LARS,51520
hg79096tg4038,C11orf49-LRP4,C11orf49,79096,LRP4,4038
hg79096tg10296,C11orf49-MAEA,C11orf49,79096,MAEA,10296
hg79096tg4928,C11orf49-NUP98,C11orf49,79096,NUP98,4928
hg79096tg51400,C11orf49-PPME1,C11orf49,79096,PPME1,51400
hg79096tg57142,C11orf49-RTN4,C11orf49,79096,RTN4,57142
hg55216tg55216,C11orf57-C11orf57,C11orf57,55216,C11orf57,55216
hg55216tg1737,C11orf57-DLAT,C11orf57,55216,DLAT,1737
hg10944tg54949,C11orf58-SDHAF2,C11orf58,10944,SDHAF2,54949
hg160140tg143888,C11orf65-KDELC2,C11orf65,160140,KDELC2,143888
hg54494tg125336,C11orf71-LOXHD1,C11orf71,54494,LOXHD1,125336
hg79703tg30008,C11orf80-EFEMP2,C11orf80,79703,EFEMP2,30008
hg79703tg3992,C11orf80-FADS1,C11orf80,79703,FADS1,3992
hg79703tg22992,C11orf80-KDM2A,C11orf80,79703,KDM2A,22992
hg79703tg10432,C11orf80-RBM14,C11orf80,79703,RBM14,10432
hg79703tg9898,C11orf80-UBAP2L,C11orf80,79703,UBAP2L,9898
hg144097tg701,C11orf84-BUB1B,C11orf84,144097,BUB1B,701
hg60314tg60314,C12orf10-C12orf10,C12orf10,60314,C12orf10,60314
hg283422tg25959,C12orf36-KANK2,C12orf36,283422,KANK2,25959
hg121053tg7296,C12orf45-TXNRD1,C12orf45,121053,TXNRD1,7296
hg79794tg26353,C12orf49-HSPB8,C12orf49,79794,HSPB8,26353
hg79794tg4193,C12orf49-MDM2,C12orf49,79794,MDM2,4193
hg57103tg10867,C12orf5-TSPAN9,C12orf5,57103,TSPAN9,10867
hg115749tg55198,C12orf56-APPL2,C12orf56,115749,APPL2,55198
hg115749tg10329,C12orf56-TMEM5,C12orf56,115749,TMEM5,10329
hg144577tg56000,C12orf66-NXF3,C12orf66,144577,NXF3,56000
hg400073tg51434,C12orf76-ANAPC7,C12orf76,400073,ANAPC7,51434
hg400073tg2877,C12orf76-GPX2,C12orf76,400073,GPX2,2877
hg400073tg6667,C12orf76-SP1,C12orf76,400073,SP1,6667
hg55195tg5771,C14orf105-PTPN2,C14orf105,55195,PTPN2,5771
hg80017tg9578,C14orf159-CDC42BPB,C14orf159,80017,CDC42BPB,9578
hg100526783tg8396,C15orf38-PIP4K2B,C15orf38,100526783,PIP4K2B,8396
hg84529tg23359,C15orf41-FAM189A1,C15orf41,84529,FAM189A1,23359
hg84529tg25827,C15orf41-FBXL2,C15orf41,84529,FBXL2,25827
hg84529tg123355,C15orf41-LRRC28,C15orf41,84529,LRRC28,123355
hg84529tg4212,C15orf41-MEIS2,C15orf41,84529,MEIS2,4212
hg84529tg6263,C15orf41-RYR3,C15orf41,84529,RYR3,6263
hg84529tg28232,C15orf41-SLCO3A1,C15orf41,84529,SLCO3A1,28232
hg90416tg5800,C15orf57-PTPRO,C15orf57,90416,PTPRO,5800
hg90416tg7178,C15orf57-TPT1,C15orf57,90416,TPT1,7178
hg89927tg29954,C16orf45-POMT2,C16orf45,89927,POMT2,29954
hg89927tg27293,C16orf45-SMPDL3B,C16orf45,89927,SMPDL3B,27293
hg123775tg3516,C16orf46-RBPJ,C16orf46,123775,RBPJ,3516
hg730094tg7385,C16orf52-UQCRC2,C16orf52,730094,UQCRC2,7385
hg57020tg735,C16orf62-C9,C16orf62,57020,C9,735
hg57020tg124152,C16orf62-IQCK,C16orf62,57020,IQCK,124152
hg80262tg146223,C16orf70-CMTM4,C16orf70,80262,CMTM4,146223
hg80262tg64784,C16orf70-CRTC3,C16orf70,80262,CRTC3,64784
hg80262tg123872,C16orf70-DNAAF1,C16orf70,80262,DNAAF1,123872
hg29035tg29035,C16orf72-C16orf72,C16orf72,29035,C16orf72,29035
hg29035tg5373,C16orf72-PMM2,C16orf72,29035,PMM2,5373
hg404550tg84896,C16orf74-ATAD1,C16orf74,404550,ATAD1,84896
hg79415tg284004,C17orf62-HEXDC,C17orf62,79415,HEXDC,284004
hg80233tg55666,C17orf70-NPLOC4,C17orf70,80233,NPLOC4,55666
hg64149tg6764,C17orf75-ST5,C17orf75,64149,ST5,6764
hg64149tg7153,C17orf75-TOP2A,C17orf75,64149,TOP2A,7153
hg284099tg4047,C17orf78-LSS,C17orf78,284099,LSS,4047
hg284099tg140739,C17orf78-UBE2F,C17orf78,284099,UBE2F,140739
hg55421tg489,C17orf85-ATP2A3,C17orf85,55421,ATP2A3,489
hg55421tg84254,C17orf85-CAMKK1,C17orf85,55421,CAMKK1,84254
hg147339tg8087,C18orf25-FXR1,C18orf25,147339,FXR1,8087
hg147339tg23414,C18orf25-ZFPM2,C18orf25,147339,ZFPM2,23414
hg29919tg8780,C18orf8-RIOK3,C18orf8,29919,RIOK3,8780
hg55009tg84699,C19orf24-CREB3L3,C19orf24,55009,CREB3L3,84699
hg148223tg775,C19orf25-CACNA1C,C19orf25,148223,CACNA1C,775
hg148223tg10106,C19orf25-CTDSP2,C19orf25,148223,CTDSP2,10106
hg148223tg10365,C19orf25-KLF2,C19orf25,148223,KLF2,10365
hg148223tg5469,C19orf25-MED1,C19orf25,148223,MED1,5469
hg148223tg5184,C19orf25-PEPD,C19orf25,148223,PEPD,5184
hg148223tg92840,C19orf25-REEP6,C19orf25,148223,REEP6,92840
hg148223tg6929,C19orf25-TCF3,C19orf25,148223,TCF3,6929
hg148223tg27134,C19orf25-TJP3,C19orf25,148223,TJP3,27134
hg28974tg84245,C19orf53-MRI1,C19orf53,28974,MRI1,84245
hg148137tg79713,C19orf55-IGFLR1,C19orf55,148137,IGFLR1,79713
hg148137tg51257,C19orf55-MARCH2,C19orf55,148137,MARCH2,51257
hg79173tg1995,C19orf57-ELAVL3,C19orf57,79173,ELAVL3,1995
hg55049tg4929,C19orf60-NR4A2,C19orf60,55049,NR4A2,4929
hg55049tg64943,C19orf60-NT5DC2,C19orf60,55049,NT5DC2,64943
hg55049tg84669,C19orf60-USP32,C19orf60,55049,USP32,84669
hg125988tg26063,C19orf70-DECR2,C19orf70,125988,DECR2,26063
hg55732tg6125,C1orf112-RPL5,C1orf112,55732,RPL5,6125
hg54987tg29929,C1orf123-ALG6,C1orf123,54987,ALG6,29929
hg81563tg3915,C1orf21-LAMC1,C1orf21,81563,LAMC1,3915
hg148898tg8643,C1orf213-PTCH2,C1orf213,148898,PTCH2,8643
hg57035tg9716,C1orf63-AQR,C1orf63,57035,AQR,9716
hg199990tg54808,C1orf86-DYM,C1orf86,199990,DYM,54808
hg199990tg9877,C1orf86-ZC3H11A,C1orf86,199990,ZC3H11A,9877
hg375057tg23029,C1orf95-RBM34,C1orf95,375057,RBM34,23029
hg375057tg143187,C1orf95-VTI1A,C1orf95,375057,VTI1A,143187
hg712tg476,C1QA-ATP1A1,C1QA,712,ATP1A1,476
hg712tg28476,C1QA-IGHJ5,C1QA,712,IGHJ5,28476
hg714tg8289,C1QC-ARID1A,C1QC,714,ARID1A,8289
hg714tg714,C1QC-C1QC,C1QC,714,C1QC,714
hg714tg4542,C1QC-MYO1F,C1QC,714,MYO1F,4542
hg10882tg9121,C1QL1-SLC16A5,C1QL1,10882,SLC16A5,9121
hg114897tg114897,C1QTNF1-C1QTNF1,C1QTNF1,114897,C1QTNF1,114897
hg114899tg81037,C1QTNF3-CLPTM1L,C1QTNF3,114899,CLPTM1L,81037
hg114904tg5880,C1QTNF6-RAC2,C1QTNF6,114904,RAC2,5880
hg542767tg338872,C1QTNF9B-AS1-C1QTNF9,C1QTNF9B-AS1,542767,C1QTNF9,338872
hg715tg1291,C1R-COL6A1,C1R,715,COL6A1,1291
hg51279tg5625,C1RL-PRODH,C1RL,51279,PRODH,5625
hg716tg3240,C1S-HP,C1S,716,HP,3240
hg716tg6678,C1S-SPARC,C1S,716,SPARC,6678
hg140688tg171023,C20orf112-ASXL1,C20orf112,140688,ASXL1,171023
hg140688tg149951,C20orf112-COMMD7,C20orf112,140688,COMMD7,149951
hg140688tg54491,C20orf112-FAM105A,C20orf112,140688,FAM105A,54491
hg25943tg444,C20orf194-ASPH,C20orf194,25943,ASPH,444
hg25943tg388551,C20orf194-CEACAM16,C20orf194,25943,CEACAM16,388551
hg25943tg7813,C20orf194-EVI5,C20orf194,25943,EVI5,7813
hg149840tg10787,C20orf196-NCKAP1,C20orf196,149840,NCKAP1,10787
hg55969tg51230,C20orf24-PHF20,C20orf24,55969,PHF20,51230
hg54058tg3268,C21orf58-AGFG2,C21orf58,54058,AGFG2,3268
hg54058tg3460,C21orf58-IFNGR2,C21orf58,54058,IFNGR2,3460
hg114043tg203102,C21orf90-ADAM32,C21orf90,114043,ADAM32,203102
hg114043tg2556,C21orf90-GABRA3,C21orf90,114043,GABRA3,2556
hg84645tg51293,C22orf23-CD320,C22orf23,84645,CD320,51293
hg128977tg5594,C22orf39-MAPK1,C22orf39,128977,MAPK1,5594
hg25966tg351,C2CD2-APP,C2CD2,25966,APP,351
hg25966tg11043,C2CD2-MID2,C2CD2,25966,MID2,11043
hg9854tg1662,C2CD2L-DDX10,C2CD2L,9854,DDX10,1662
hg26005tg154664,C2CD3-ABCA13,C2CD3,26005,ABCA13,154664
hg26005tg5091,C2CD3-PC,C2CD3,26005,PC,5091
hg26005tg143570,C2CD3-XRRA1,C2CD3,26005,XRRA1,143570
hg9847tg586,C2CD5-BCAT1,C2CD5,9847,BCAT1,586
hg9847tg55907,C2CD5-CMAS,C2CD5,9847,CMAS,55907
hg9847tg3709,C2CD5-ITPR2,C2CD5,9847,ITPR2,3709
hg9847tg284194,C2CD5-LGALS9B,C2CD5,9847,LGALS9B,284194
hg9847tg80714,C2CD5-PBX4,C2CD5,9847,PBX4,80714
hg9847tg6660,C2CD5-SOX5,C2CD5,9847,SOX5,6660
hg84417tg84417,C2orf40-C2orf40,C2orf40,84417,C2orf40,84417
hg60526tg129642,C2orf43-MBOAT2,C2orf43,60526,MBOAT2,129642
hg60526tg57142,C2orf43-RTN4,C2orf43,60526,RTN4,57142
hg80304tg238,C2orf44-ALK,C2orf44,80304,ALK,238
hg6241tg55245,C2orf48-UQCC1,C2orf48,6241,UQCC1,55245
hg285051tg238,C2orf61-ALK,C2orf61,285051,ALK,238
hg130355tg55289,C2orf76-ACOXL,C2orf76,130355,ACOXL,55289
hg130355tg8685,C2orf76-MARCO,C2orf76,130355,MARCO,8685
hg718tg213,C3-ALB,C3,718,ALB,213
hg718tg322,C3-APBB1,C3,718,APBB1,322
hg718tg11226,C3-GALNT6,C3,718,GALNT6,11226
hg718tg56927,C3-GPR108,C3,718,GPR108,56927
hg718tg3240,C3-HP,C3,718,HP,3240
hg25871tg29959,C3orf17-NRBP1,C3orf17,25871,NRBP1,29959
hg285315tg23007,C3orf33-PLCH1,C3orf33,285315,PLCH1,23007
hg79669tg9131,C3orf52-AIFM1,C3orf52,79669,AIFM1,9131
hg79669tg942,C3orf52-CD86,C3orf52,79669,CD86,942
hg200844tg2272,C3orf67-FHIT,C3orf67,200844,FHIT,2272
hg720tg401251,C4A-SAPCD1,C4A,720,SAPCD1,401251
hg720tg7148,C4A-TNXB,C4A,720,TNXB,7148
hg721tg7169,C4B-TPM2,C4B,721,TPM2,7169
hg722tg9261,C4BPA-MAPKAPK2,C4BPA,722,MAPKAPK2,9261
hg255119tg651,C4orf22-BMP3,C4orf22,255119,BMP3,651
hg80167tg83447,C4orf29-SLC25A31,C4orf29,80167,SLC25A31,83447
hg80167tg6731,C4orf29-SRP72,C4orf29,80167,SRP72,6731
hg152940tg55016,C4orf45-MARCH1,C4orf45,152940,MARCH1,55016
hg401115tg8202,C4orf48-NCOA3,C4orf48,401115,NCOA3,8202
hg727tg1620,C5-BRINP1,C5,727,BRINP1,1620
hg56951tg6500,C5orf15-SKP1,C5orf15,56951,SKP1,6500
hg134553tg9349,C5orf24-RPL23,C5orf24,134553,RPL23,9349
hg65250tg25836,C5orf42-NIPBL,C5orf42,65250,NIPBL,25836
hg65250tg4883,C5orf42-NPR3,C5orf42,65250,NPR3,4883
hg65250tg9631,C5orf42-NUP155,C5orf42,65250,NUP155,9631
hg65250tg9037,C5orf42-SEMA5A,C5orf42,65250,SEMA5A,9037
hg51149tg336,C5orf45-APOA2,C5orf45,51149,APOA2,336
hg51149tg55819,C5orf45-RNF130,C5orf45,51149,RNF130,55819
hg51149tg120103,C5orf45-SLC36A4,C5orf45,51149,SLC36A4,120103
hg441108tg170622,C5orf56-COMMD6,C5orf56,441108,COMMD6,170622
hg64771tg245913,C6orf106-DEFB110,C6orf106,64771,DEFB110,245913
hg64771tg221458,C6orf106-KIF6,C6orf106,64771,KIF6,221458
hg64771tg55227,C6orf106-LRRC1,C6orf106,64771,LRRC1,55227
hg64771tg11165,C6orf106-NUDT3,C6orf106,64771,NUDT3,11165
hg64771tg54984,C6orf106-PINX1,C6orf106,64771,PINX1,54984
hg64771tg391003,C6orf106-PRAMEF18,C6orf106,64771,PRAMEF18,391003
hg64771tg645414,C6orf106-PRAMEF19,C6orf106,64771,PRAMEF19,645414
hg64771tg5579,C6orf106-PRKCB,C6orf106,64771,PRKCB,5579
hg64771tg25803,C6orf106-SPDEF,C6orf106,64771,SPDEF,25803
hg64771tg60685,C6orf106-ZFAND3,C6orf106,64771,ZFAND3,60685
hg647024tg2979,C6orf132-GUCA1B,C6orf132,647024,GUCA1B,2979
hg51250tg57673,C6orf203-BEND3,C6orf203,51250,BEND3,57673
hg51250tg57107,C6orf203-PDSS2,C6orf203,51250,PDSS2,57107
hg389384tg51513,C6orf222-ETV7,C6orf222,389384,ETV7,51513
hg50854tg10681,C6orf48-GNB5,C6orf48,50854,GNB5,10681
hg135154tg83699,C6orf57-SH3BGRL2,C6orf57,135154,SH3BGRL2,83699
hg81688tg9750,C6orf62-FAM65B,C6orf62,81688,FAM65B,9750
hg79034tg392862,C7orf26-GRID2IP,C7orf26,79034,GRID2IP,392862
hg222166tg84725,C7orf41-PLEKHA8,C7orf41,222166,PLEKHA8,84725
hg222166tg223082,C7orf41-ZNRF2,C7orf41,222166,ZNRF2,223082
hg84310tg57126,C7orf50-CD177,C7orf50,84310,CD177,57126
hg84310tg26173,C7orf50-INTS1,C7orf50,84310,INTS1,26173
hg84310tg8379,C7orf50-MAD1L1,C7orf50,84310,MAD1L1,8379
hg84310tg221938,C7orf50-MMD2,C7orf50,84310,MMD2,221938
hg84310tg54858,C7orf50-PGPEP1,C7orf50,84310,PGPEP1,54858
hg84933tg29028,C8orf76-ATAD2,C8orf76,84933,ATAD2,29028
hg84933tg51366,C8orf76-UBR5,C8orf76,84933,UBR5,51366
hg138724tg7415,C9orf131-VCP,C9orf131,138724,VCP,7415
hg84909tg55009,C9orf3-C19orf24,C9orf3,84909,C19orf24,55009
hg84909tg2762,C9orf3-GMDS,C9orf3,84909,GMDS,2762
hg84909tg51088,C9orf3-KLHL5,C9orf3,84909,KLHL5,51088
hg84909tg55833,C9orf3-UBAP2,C9orf3,84909,UBAP2,55833
hg84909tg348793,C9orf3-WDR53,C9orf3,84909,WDR53,348793
hg138199tg55605,C9orf41-KIF21A,C9orf41,138199,KIF21A,55605
hg203228tg79817,C9orf72-MOB3B,C9orf72,203228,MOB3B,79817
hg138241tg138240,C9orf85-C9orf57,C9orf85,138241,C9orf57,138240
hg138241tg259308,C9orf85-FAM205A,C9orf85,138241,FAM205A,259308
hg377677tg761,CA13-CA3,CA13,377677,CA3,761
hg377677tg1875,CA13-E2F5,CA13,377677,E2F5,1875
hg377677tg64080,CA13-RBKS,CA13,377677,RBKS,64080
hg760tg5222,CA2-PGA5,CA2,760,PGA5,5222
hg768tg5002,CA9-SLC22A18,CA9,768,SLC22A18,5002
hg79886tg10466,CAAP1-COG5,CAAP1,79886,COG5,10466
hg79886tg80173,CAAP1-IFT74,CAAP1,79886,IFT74,80173
hg79886tg51086,CAAP1-TNNI3K,CAAP1,79886,TNNI3K,51086
hg51719tg5707,CAB39-PSMD1,CAB39,51719,PSMD1,5707
hg51719tg84236,CAB39-RHBDD1,CAB39,51719,RHBDD1,84236
hg81617tg10404,CAB39L-CPQ,CAB39L,81617,CPQ,10404
hg81617tg219333,CAB39L-USP12,CAB39L,81617,USP12,219333
hg23523tg56998,CABIN1-CTNNBIP1,CABIN1,23523,CTNNBIP1,56998
hg23523tg2903,CABIN1-GRIN2A,CABIN1,23523,GRIN2A,2903
hg23523tg4282,CABIN1-MIF,CABIN1,23523,MIF,4282
hg23523tg5435,CABIN1-POLR2F,CABIN1,23523,POLR2F,5435
hg23523tg66035,CABIN1-SLC2A11,CABIN1,23523,SLC2A11,66035
hg91768tg79068,CABLES1-FTO,CABLES1,91768,FTO,79068
hg91768tg4645,CABLES1-MYO5B,CABLES1,91768,MYO5B,4645
hg91768tg5932,CABLES1-RBBP8,CABLES1,91768,RBBP8,5932
hg81928tg28231,CABLES2-SLCO4A1,CABLES2,81928,SLCO4A1,28231
hg26256tg114876,CABYR-OSBPL1A,CABYR,26256,OSBPL1A,114876
hg774tg801,CACNA1B-CALM1,CACNA1B,774,CALM1,801
hg775tg387836,CACNA1C-CLEC2A,CACNA1C,775,CLEC2A,387836
hg775tg57696,CACNA1C-DDX55,CACNA1C,775,DDX55,57696
hg775tg4040,CACNA1C-LRP6,CACNA1C,775,LRP6,4040
hg776tg26354,CACNA1D-GNL3,CACNA1D,776,GNL3,26354
hg8913tg9862,CACNA1G-MED24,CACNA1G,8913,MED24,9862
hg8913tg9797,CACNA1G-TATDN2,CACNA1G,8913,TATDN2,9797
hg8911tg54461,CACNA1I-FBXW5,CACNA1I,8911,FBXW5,54461
hg781tg5218,CACNA2D1-CDK14,CACNA2D1,781,CDK14,5218
hg781tg3082,CACNA2D1-HGF,CACNA2D1,781,HGF,3082
hg55799tg7818,CACNA2D3-DAP3,CACNA2D3,55799,DAP3,7818
hg55799tg27086,CACNA2D3-FOXP1,CACNA2D3,55799,FOXP1,27086
hg55799tg6730,CACNA2D3-SRP68,CACNA2D3,55799,SRP68,6730
hg782tg990,CACNB1-CDC6,CACNB1,782,CDC6,990
hg782tg125113,CACNB1-KRT222,CACNB1,782,KRT222,125113
hg782tg114659,CACNB1-LRRC37B,CACNB1,782,LRRC37B,114659
hg782tg6143,CACNB1-RPL19,CACNB1,782,RPL19,6143
hg782tg26115,CACNB1-TANC2,CACNB1,782,TANC2,26115
hg785tg7534,CACNB4-YWHAZ,CACNB4,785,YWHAZ,7534
hg27092tg339263,CACNG4-C17orf51,CACNG4,27092,C17orf51,339263
hg27092tg26207,CACNG4-PITPNC1,CACNG4,27092,PITPNC1,26207
hg27092tg81671,CACNG4-VMP1,CACNG4,27092,VMP1,81671
hg23705tg372,CADM1-ARCN1,CADM1,23705,ARCN1,372
hg23705tg6653,CADM1-SORL1,CADM1,23705,SORL1,6653
hg253559tg6091,CADM2-ROBO1,CADM2,253559,ROBO1,6091
hg253559tg7325,CADM2-UBE2E2,CADM2,253559,UBE2E2,7325
hg8618tg407738,CADPS-FAM19A1,CADPS,8618,FAM19A1,407738
hg93664tg64770,CADPS2-CCDC14,CADPS2,93664,CCDC14,64770
hg93664tg8701,CADPS2-DNAH11,CADPS2,93664,DNAH11,8701
hg93664tg91419,CADPS2-XRCC6BP1,CADPS2,93664,XRCC6BP1,91419
hg800tg57016,CALD1-AKR1B10,CALD1,800,AKR1B10,57016
hg800tg800,CALD1-CALD1,CALD1,800,CALD1,800
hg800tg23091,CALD1-ZC3H13,CALD1,800,ZC3H13,23091
hg801tg5898,CALM1-RALA,CALM1,801,RALA,5898
hg805tg6046,CALM2-BRD2,CALM2,805,BRD2,6046
hg805tg3550,CALM2-IK,CALM2,805,IK,3550
hg805tg57217,CALM2-TTC7A,CALM2,805,TTC7A,57217
hg808tg572,CALM3-BAD,CALM3,808,BAD,572
hg808tg801,CALM3-CALM1,CALM3,808,CALM1,801
hg91860tg22801,CALML4-ITGA11,CALML4,91860,ITGA11,22801
hg91860tg8554,CALML4-PIAS1,CALML4,91860,PIAS1,8554
hg811tg8099,CALR-CDK2AP1,CALR,811,CDK2AP1,8099
hg811tg1114,CALR-CHGB,CALR,811,CHGB,1114
hg811tg4172,CALR-MCM3,CALR,811,MCM3,4172
hg811tg5768,CALR-QSOX1,CALR,811,QSOX1,5768
hg813tg22802,CALU-CLCA4,CALU,813,CLCA4,22802
hg813tg1476,CALU-CSTB,CALU,813,CSTB,1476
hg57118tg403,CAMK1D-ARL3,CAMK1D,57118,ARL3,403
hg57118tg665,CAMK1D-BNIP3L,CAMK1D,57118,BNIP3L,665
hg57118tg55526,CAMK1D-DHTKD1,CAMK1D,57118,DHTKD1,55526
hg57118tg80013,CAMK1D-FAM188A,CAMK1D,57118,FAM188A,80013
hg57118tg55691,CAMK1D-FRMD4A,CAMK1D,57118,FRMD4A,55691
hg817tg287,CAMK2D-ANK2,CAMK2D,817,ANK2,287
hg817tg815,CAMK2D-CAMK2A,CAMK2D,817,CAMK2A,815
hg817tg23770,CAMK2D-FKBP8,CAMK2D,817,FKBP8,23770
hg817tg246329,CAMK2D-STAC3,CAMK2D,817,STAC3,246329
hg817tg7093,CAMK2D-TLL2,CAMK2D,817,TLL2,7093
hg818tg6731,CAMK2G-SRP72,CAMK2G,818,SRP72,6731
hg814tg5796,CAMK4-PTPRK,CAMK4,814,PTPRK,5796
hg10645tg84678,CAMKK2-KDM2B,CAMKK2,10645,KDM2B,84678
hg819tg26053,CAMLG-AUTS2,CAMLG,819,AUTS2,26053
hg819tg65250,CAMLG-C5orf42,CAMLG,819,C5orf42,65250
hg157922tg138151,CAMSAP1-NACC2,CAMSAP1,157922,NACC2,138151
hg157922tg55684,CAMSAP1-RABL6,CAMSAP1,157922,RABL6,55684
hg157922tg10807,CAMSAP1-SDCCAG3,CAMSAP1,157922,SDCCAG3,10807
hg157922tg27067,CAMSAP1-STAU2,CAMSAP1,157922,STAU2,27067
hg157922tg10422,CAMSAP1-UBAC1,CAMSAP1,157922,UBAC1,10422
hg23271tg375248,CAMSAP2-ANKRD36,CAMSAP2,23271,ANKRD36,375248
hg23271tg833,CAMSAP2-CARS,CAMSAP2,23271,CARS,833
hg23271tg2590,CAMSAP2-GALNT2,CAMSAP2,23271,GALNT2,2590
hg23271tg3756,CAMSAP2-KCNH1,CAMSAP2,23271,KCNH1,3756
hg23261tg90326,CAMTA1-THAP3,CAMTA1,23261,THAP3,90326
hg23125tg3932,CAMTA2-LCK,CAMTA2,23125,LCK,3932
hg55832tg8445,CAND1-DYRK2,CAND1,55832,DYRK2,8445
hg55832tg50616,CAND1-IL22,CAND1,55832,IL22,50616
hg55832tg5801,CAND1-PTPRR,CAND1,55832,PTPRR,5801
hg55832tg286753,CAND1-TUSC5,CAND1,55832,TUSC5,286753
hg55832tg7386,CAND1-UQCRFS1,CAND1,55832,UQCRFS1,7386
hg23066tg55764,CAND2-IFT122,CAND2,23066,IFT122,55764
hg124583tg144100,CANT1-PLEKHA7,CANT1,124583,PLEKHA7,144100
hg821tg80230,CANX-RUFY1,CANX,821,RUFY1,80230
hg10487tg1111,CAP1-CHEK1,CAP1,10487,CHEK1,1111
hg11132tg11132,CAPN10-CAPN10,CAPN10,11132,CAPN10,11132
hg147968tg3963,CAPN12-LGALS7,CAPN12,147968,LGALS7,3963
hg147968tg653499,CAPN12-LGALS7B,CAPN12,147968,LGALS7B,653499
hg92291tg79623,CAPN13-GALNT14,CAPN13,92291,GALNT14,79623
hg824tg824,CAPN2-CAPN2,CAPN2,824,CAPN2,824
hg825tg29101,CAPN3-SSU72,CAPN3,825,SSU72,29101
hg726tg143570,CAPN5-XRRA1,CAPN5,726,XRRA1,143570
hg827tg1641,CAPN6-DCX,CAPN6,827,DCX,1641
hg23473tg10890,CAPN7-RAB10,CAPN7,23473,RAB10,10890
hg826tg26084,CAPNS1-ARHGEF26,CAPNS1,826,ARHGEF26,26084
hg826tg58191,CAPNS1-CXCL16,CAPNS1,826,CXCL16,58191
hg826tg2752,CAPNS1-GLUL,CAPNS1,826,GLUL,2752
hg826tg57817,CAPNS1-HAMP,CAPNS1,826,HAMP,57817
hg826tg57549,CAPNS1-IGSF9,CAPNS1,826,IGSF9,57549
hg826tg3831,CAPNS1-KLC1,CAPNS1,826,KLC1,3831
hg826tg9219,CAPNS1-MTA2,CAPNS1,826,MTA2,9219
hg826tg283820,CAPNS1-NOMO2,CAPNS1,826,NOMO2,283820
hg826tg11045,CAPNS1-UPK1A,CAPNS1,826,UPK1A,11045
hg4076tg55114,CAPRIN1-ARHGAP17,CAPRIN1,4076,ARHGAP17,55114
hg4076tg977,CAPRIN1-CD151,CAPRIN1,4076,CD151,977
hg4076tg29099,CAPRIN1-COMMD9,CAPRIN1,4076,COMMD9,29099
hg4076tg54476,CAPRIN1-RNF216,CAPRIN1,4076,RNF216,54476
hg4076tg54765,CAPRIN1-TRIM44,CAPRIN1,4076,TRIM44,54765
hg829tg708,CAPZA1-C1QBP,CAPZA1,829,C1QBP,708
hg829tg9425,CAPZA1-CDYL,CAPZA1,829,CDYL,9425
hg829tg57708,CAPZA1-MIER1,CAPZA1,829,MIER1,57708
hg829tg54879,CAPZA1-ST7L,CAPZA1,829,ST7L,54879
hg830tg2621,CAPZA2-GAS6,CAPZA2,830,GAS6,2621
hg830tg79774,CAPZA2-GRTP1,CAPZA2,830,GRTP1,79774
hg830tg3775,CAPZA2-KCNK1,CAPZA2,830,KCNK1,3775
hg830tg3916,CAPZA2-LAMP1,CAPZA2,830,LAMP1,3916
hg830tg4233,CAPZA2-MET,CAPZA2,830,MET,4233
hg830tg7982,CAPZA2-ST7,CAPZA2,830,ST7,7982
hg830tg51657,CAPZA2-STYXL1,CAPZA2,830,STYXL1,51657
hg830tg26136,CAPZA2-TES,CAPZA2,830,TES,26136
